id,用户,内容,属性,状态,IP,时间,排序,类型,审核管理员,话题
"322993","    Aff：421376461 , 学生黑料 Vip：undefined 余额：0  |  收益：0  认证：否     "," 杭州学舞蹈的小美女李候茹完美露脸，大量生活照，文文静静的小女孩，床上功夫却不逊色很多人 #今日大瓜  杭州学舞蹈的小美女李候茹完美露脸，大量生活照，文文静静的小女孩，床上功夫却不逊色很多人 "," 图片：2  |  视频：1  点赞：8  |  浏览：2463  点赞(假)：0  |  浏览(假)：0  评论：4  来源标识： "," 审核：通过 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：113.247.66.206  城市：湖南 "," 创：2026-03-30 12:40:32 改：2026-03-31 19:55:29 ","0","视频","ake123(id: 256)","今日大瓜"
"322991","    Aff：421376461 , 学生黑料 Vip：undefined 余额：0  |  收益：0  认证：否     "," 最新流出马丹妮稀缺资源 稚嫩校园情侣周末开房尝禁果  青涩尴尬又好笑的对白令人哭笑不得 #今日大瓜  最新流出马丹妮稀缺资源 稚嫩校园情侣周末开房尝禁果  青涩尴尬又好笑的对白令人哭笑不得  "," 图片：1  |  视频：1  点赞：5  |  浏览：4257  点赞(假)：0  |  浏览(假)：0  评论：2  来源标识： "," 审核：通过 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：113.247.66.206  城市：湖南 "," 创：2026-03-30 12:38:50 改：2026-03-31 19:42:13 ","0","视频","ake123(id: 256)","今日大瓜"
"322988","    Aff：421375810 , 素人黑料 Vip：undefined 余额：0  |  收益：0  认证：否     "," 辽宁沈阳王钰蕊，清纯学妹完美露脸，性爱视频流出 深喉口交粉嫩小穴特写 #今日大瓜  辽宁沈阳王钰蕊，清纯学妹完美露脸，性爱视频流出 深喉口交粉嫩小穴特写 "," 图片：1  |  视频：1  点赞：7  |  浏览：2214  点赞(假)：0  |  浏览(假)：0  评论：2  来源标识： "," 审核：通过 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：113.247.66.206  城市：湖南 "," 创：2026-03-30 12:37:50 改：2026-03-31 19:53:04 ","0","视频","ake123(id: 256)","今日大瓜"
"322986","    Aff：421375810 , 素人黑料 Vip：undefined 余额：0  |  收益：0  认证：否     "," 骚逼女大网聊约炮敏感体质一摸就水流不止 吃鸡啪啪超清怼脸特写大量 #今日大瓜  
骚逼女大网聊约炮敏感体质一摸就水流不止 吃鸡啪啪超清怼脸特写大量 "," 图片：2  |  视频：1  点赞：4  |  浏览：1902  点赞(假)：0  |  浏览(假)：0  评论：1  来源标识： "," 审核：通过 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：113.247.66.206  城市：湖南 "," 创：2026-03-30 12:37:16 改：2026-03-31 18:01:40 ","0","视频","ake123(id: 256)","今日大瓜"
"322983","    Aff：421373656 , 母狗大赛 Vip：undefined 余额：0  |  收益：0  认证：否     "," 上海高颜值幼师【刘雨菲】人前女神人后贱母狗，炮友调教成精盆马桶，戴口球求草无比的反差！ #今日大瓜  上海高颜值幼师【刘雨菲】人前女神人后贱母狗，炮友调教成精盆马桶，戴口球求草无比的反差！ "," 图片：2  |  视频：1  点赞：6  |  浏览：1632  点赞(假)：0  |  浏览(假)：0  评论：3  来源标识： "," 审核：通过 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：113.247.66.206  城市：湖南 "," 创：2026-03-30 12:35:30 改：2026-03-31 19:53:40 ","0","视频","ake123(id: 256)","今日大瓜"
"322982","    Aff：421373656 , 母狗大赛 Vip：undefined 余额：0  |  收益：0  认证：否     "," 极品高颜值精致美女完美露脸 美乳大长腿浓密黑森林被男友爆操中出不雅视频 #今日大瓜  极品高颜值精致美女完美露脸 美乳大长腿浓密黑森林被男友爆操中出不雅视频 "," 图片：3  |  视频：1  点赞：0  |  浏览：0  点赞(假)：0  |  浏览(假)：0  评论：0  来源标识： "," 审核：通过 资源：未完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：113.247.66.206  城市：湖南 "," 创：2026-03-30 12:34:41 改：2026-03-30 14:48:54 ","0","视频","ake123(id: 256)","今日大瓜"
"322981","    Aff：421373213 , 走光黑料 Vip：undefined 余额：0  |  收益：0  认证：否     "," 中央民族大学研究生 中国东方演艺集团演员  被男上司潜规则，男主和北方工业大学石景山那个是同一个人 #今日大瓜  中央民族大学研究生 中国东方演艺集团演员  被男上司潜规则，男主和北方工业大学石景山那个是同一个人 "," 图片：2  |  视频：1  点赞：4  |  浏览：1464  点赞(假)：0  |  浏览(假)：0  评论：2  来源标识： "," 审核：通过 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：113.247.66.206  城市：湖南 "," 创：2026-03-30 12:33:02 改：2026-03-31 19:53:58 ","0","视频","ake123(id: 256)","今日大瓜"
"322980","    Aff：421373213 , 走光黑料 Vip：undefined 余额：0  |  收益：0  认证：否     "," 高颜值极品骚母狗穿着开档黑丝与男友的做爱日常流出原档视频 #今日大瓜  高颜值极品骚母狗穿着开档黑丝与男友的做爱日常流出原档视频 "," 图片：2  |  视频：1  点赞：2  |  浏览：1532  点赞(假)：0  |  浏览(假)：0  评论：1  来源标识： "," 审核：通过 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：113.247.66.206  城市：湖南 "," 创：2026-03-30 12:32:15 改：2026-03-31 18:06:48 ","0","视频","ake123(id: 256)","今日大瓜"
"322979","    Aff：421372732 , 黑料吃瓜马瑞 Vip：undefined 余额：0  |  收益：0  认证：否     "," 极品眼镜御姐怼脸拍摄身材傲人 相机高清拍摄  这画质毫不夸张的说 就连每根汗毛都能看得清 #今日大瓜  极品眼镜御姐怼脸拍摄身材傲人 相机高清拍摄  这画质毫不夸张的说 就连每根汗毛都能看得清 "," 图片：2  |  视频：1  点赞：0  |  浏览：0  点赞(假)：0  |  浏览(假)：0  评论：0  来源标识： "," 审核：通过 资源：未完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：113.247.66.206  城市：湖南 "," 创：2026-03-30 12:31:18 改：2026-03-30 14:48:50 ","0","视频","ake123(id: 256)","今日大瓜"
"322978","    Aff：421372732 , 黑料吃瓜马瑞 Vip：undefined 余额：0  |  收益：0  认证：否     "," 海南海口秀英区清纯学妹与男友做爱害羞捂脸被拿开完美露脸吃鸡啪啪不雅视频流出 #今日大瓜  海南海口秀英区清纯学妹与男友做爱害羞捂脸被拿开完美露脸吃鸡啪啪不雅视频流出
 "," 图片：1  |  视频：1  点赞：0  |  浏览：0  点赞(假)：0  |  浏览(假)：0  评论：0  来源标识： "," 审核：通过 资源：未完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：113.247.66.206  城市：湖南 "," 创：2026-03-30 12:29:36 改：2026-03-30 14:48:48 ","0","视频","ake123(id: 256)","今日大瓜"
"321532","    Aff：421376461 , 学生黑料 Vip：undefined 余额：0  |  收益：0  认证：否     "," 山东财经大学清纯学妹 曾雨悦 私密性爱视频曝光 粉乳嫩穴 乖乖女床上秒变母狗 超喜欢口交女上位的反差 #今日大瓜  山东财经大学清纯学妹 曾雨悦 私密性爱视频曝光 粉乳嫩穴 乖乖女床上秒变母狗 超喜欢口交女上位的反差 "," 图片：2  |  视频：1  点赞：9  |  浏览：3447  点赞(假)：0  |  浏览(假)：0  评论：4  来源标识： "," 审核：通过 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：119.39.19.48  城市：湖南 "," 创：2026-03-28 16:29:00 改：2026-03-31 18:12:51 ","0","视频","ake123(id: 256)","今日大瓜"
"321531","    Aff：421376461 , 学生黑料 Vip：undefined 余额：0  |  收益：0  认证：否     "," 高颜值极品美女福州邓紫棋 女仆装乖巧吃鸡舔蛋完美露脸 一双水汪汪的大眼睛看着你就问你受得了吗 #今日大瓜  高颜值极品美女福州邓紫棋 女仆装乖巧吃鸡舔蛋完美露脸 一双水汪汪的大眼睛看着你就问你受得了吗 "," 图片：2  |  视频：1  点赞：15  |  浏览：3434  点赞(假)：0  |  浏览(假)：0  评论：5  来源标识： "," 审核：通过 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：119.39.19.48  城市：湖南 "," 创：2026-03-28 16:27:38 改：2026-03-31 17:20:36 ","0","视频","ake123(id: 256)","今日大瓜"
"321530","    Aff：421375810 , 素人黑料 Vip：undefined 余额：0  |  收益：0  认证：否     "," 极品女大苗条身材大长腿 与男友怕怕做爱合集 掐脖子吐舌头舔手指 #今日大瓜  极品女大苗条身材大长腿 与男友怕怕做爱合集 掐脖子吐舌头舔手指  "," 图片：1  |  视频：1  点赞：10  |  浏览：2649  点赞(假)：0  |  浏览(假)：0  评论：2  来源标识： "," 审核：通过 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：119.39.19.48  城市：湖南 "," 创：2026-03-28 16:25:29 改：2026-03-31 17:34:52 ","0","视频","ake123(id: 256)","今日大瓜"
"321526","    Aff：421375810 , 素人黑料 Vip：undefined 余额：0  |  收益：0  认证：否     "," 哥狂撩女大学生，校花主动上门！舔狗的极品颜值翘臀大奶的女神竟是别人的玩具…兄弟们别再舔了，搞钱才是正 #今日大瓜  哥狂撩女大学生，校花主动上门！舔狗的极品颜值翘臀大奶的女神竟是别人的玩具…兄弟们别再舔了，搞钱才是正 "," 图片：2  |  视频：1  点赞：7  |  浏览：3805  点赞(假)：0  |  浏览(假)：0  评论：4  来源标识： "," 审核：通过 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：119.39.19.48  城市：湖南 "," 创：2026-03-28 16:22:25 改：2026-03-31 18:43:21 ","0","视频","ake123(id: 256)","今日大瓜"
"321517","    Aff：421373656 , 母狗大赛 Vip：undefined 余额：0  |  收益：0  认证：否     "," 重庆高颜值外唯极品女神曝光，多少男人的白月光却在外围届玩得风生水起！极品大奶美穴润的一批 #今日大瓜  重庆高颜值外唯极品女神曝光，多少男人的白月光却在外围届玩得风生水起！极品大奶美穴润的一批 "," 图片：2  |  视频：1  点赞：15  |  浏览：2313  点赞(假)：0  |  浏览(假)：0  评论：1  来源标识： "," 审核：通过 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：119.39.19.48  城市：湖南 "," 创：2026-03-28 16:10:47 改：2026-03-31 19:15:13 ","0","视频","ake123(id: 256)","今日大瓜"
"321514","    Aff：421373656 , 母狗大赛 Vip：undefined 余额：0  |  收益：0  认证：否     "," 大奶研究生被男友调教捆绑铺上防水布准备一泻千里 调教后入啪啪穴很嫩不雅视频合集 #今日大瓜  大奶研究生被男友调教捆绑铺上防水布准备一泻千里 调教后入啪啪穴很嫩不雅视频合集
 "," 图片：2  |  视频：1  点赞：4  |  浏览：2801  点赞(假)：0  |  浏览(假)：0  评论：2  来源标识： "," 审核：通过 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：119.39.19.48  城市：湖南 "," 创：2026-03-28 16:08:17 改：2026-03-31 18:13:17 ","0","视频","ake123(id: 256)","今日大瓜"
"321512","    Aff：421373213 , 走光黑料 Vip：undefined 余额：0  |  收益：0  认证：否     "," 看着像书呆子的闷骚学生妹脱了衣服直接变身骚母狗 你别说身材还不错 #今日大瓜  看着像书呆子的闷骚学生妹脱了衣服直接变身骚母狗 你别说身材还不错 "," 图片：3  |  视频：1  点赞：4  |  浏览：2000  点赞(假)：0  |  浏览(假)：0  评论：0  来源标识： "," 审核：通过 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：119.39.19.48  城市：湖南 "," 创：2026-03-28 16:05:38 改：2026-03-31 09:34:33 ","0","视频","ake123(id: 256)","今日大瓜"
"321511","    Aff：421373213 , 走光黑料 Vip：undefined 余额：0  |  收益：0  认证：否     "," 高颜值极品美女舌钉唇钉跪地吃鸡  躺地上自慰抠穴极骚无比 传教士体位爆操插出白浆  怼脸拍摄完美露脸 #今日大瓜  高颜值极品美女舌钉唇钉跪地吃鸡  躺地上自慰抠穴极骚无比 传教士体位爆操插出白浆  怼脸拍摄完美露脸 "," 图片：2  |  视频：1  点赞：10  |  浏览：1592  点赞(假)：0  |  浏览(假)：0  评论：0  来源标识： "," 审核：通过 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：119.39.19.48  城市：湖南 "," 创：2026-03-28 16:04:07 改：2026-03-31 09:02:02 ","0","视频","ake123(id: 256)","今日大瓜"
"321509","    Aff：421372732 , 黑料吃瓜马瑞 Vip：undefined 余额：0  |  收益：0  认证：否     "," 高颜值极品身材骚母狗完美露脸与富二代眼镜男酒店啪啪 情趣装吃鸡性爱不雅视频流出  身材真不错 #今日大瓜  
高颜值极品身材骚母狗完美露脸与富二代眼镜男酒店啪啪 情趣装吃鸡性爱不雅视频流出  身材真不错  "," 图片：3  |  视频：1  点赞：10  |  浏览：2641  点赞(假)：0  |  浏览(假)：0  评论：3  来源标识： "," 审核：通过 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：119.39.19.48  城市：湖南 "," 创：2026-03-28 16:02:50 改：2026-03-31 19:21:10 ","0","视频","ake123(id: 256)","今日大瓜"
"321507","    Aff：421372732 , 黑料吃瓜马瑞 Vip：undefined 余额：0  |  收益：0  认证：否     "," 今日重磅强烈推荐 极品肉感尤物巨乳肥臀  天然E奶 完美炮架子后入神器 #今日大瓜  今日重磅强烈推荐 极品肉感尤物巨乳肥臀  天然E奶 完美炮架子后入神器   "," 图片：2  |  视频：1  点赞：12  |  浏览：3015  点赞(假)：0  |  浏览(假)：0  评论：2  来源标识： "," 审核：通过 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：119.39.19.48  城市：湖南 "," 创：2026-03-28 16:01:14 改：2026-03-31 19:22:20 ","0","视频","ake123(id: 256)","今日大瓜"
"320654","    Aff：498177854 , 风骚辣妈 Vip：undefined 余额：0  |  收益：0  认证：否     "," 跟骚妈聊天，她说喜欢跟我做爱，因为我比较持久，也比较硬，能够顶到她最深处 #今日大瓜  跟骚妈聊天，她说喜欢跟我做爱，因为我比较持久，也比较硬，能够顶到她最深处，说着说着把我感觉说上来了，.... "," 图片：3  |  视频：1  点赞：20  |  浏览：2396  点赞(假)：0  |  浏览(假)：0  评论：1  来源标识： "," 审核：通过 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：113.247.64.170  城市：湖南 "," 创：2026-03-27 16:58:04 改：2026-03-31 12:50:07 ","0","视频","ljl123(id: 263)","今日大瓜"
"320649","    Aff：487530676 , 骑射姐姐 Vip：undefined 余额：0  |  收益：0  认证：否     "," 姐姐刚和姐夫做完爱  就赶紧跑来找我操逼 姐夫射进去的精子都被我操出来了 #达人原创  今天我再家里面睡觉莫名其妙感觉有人弄我我抬头一看发现姐姐在舔我的鸡巴我问姐姐这么过来了他说哥哥她和姐.... "," 图片：3  |  视频：1  点赞：3  |  浏览：1841  点赞(假)：0  |  浏览(假)：0  评论：0  来源标识： "," 审核：通过 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：113.247.64.170  城市：湖南 "," 创：2026-03-27 16:48:35 改：2026-03-31 01:45:11 ","0","视频","ljl123(id: 263)","达人原创"
"320492","    Aff：421376461 , 学生黑料 Vip：undefined 余额：0  |  收益：0  认证：否     "," 真是人小奶大 这两个大奶 真想射上去 #今日大瓜  真是人小奶大 这两个大奶 真想射上去 "," 图片：2  |  视频：1  点赞：0  |  浏览：0  点赞(假)：0  |  浏览(假)：0  评论：0  来源标识： "," 审核：未通过 资源：未完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：113.247.64.170  城市：湖南 "," 创：2026-03-27 11:42:08 改：2026-03-27 11:46:03 ","0","视频","ljl123(id: 263)","今日大瓜"
"320490","    Aff：421376461 , 学生黑料 Vip：undefined 余额：0  |  收益：0  认证：否     "," 高颜值极品女大学生 身材火辣玩的花 #今日大瓜  
高颜值极品女大学生 身材火辣玩的花 "," 图片：2  |  视频：1  点赞：5  |  浏览：3598  点赞(假)：0  |  浏览(假)：0  评论：9  来源标识： "," 审核：通过 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：113.247.64.170  城市：湖南 "," 创：2026-03-27 11:39:28 改：2026-03-31 10:58:33 ","0","视频","ljl123(id: 263)","今日大瓜"
"320489","    Aff：421375810 , 素人黑料 Vip：undefined 余额：0  |  收益：0  认证：否     "," 极品高颜值妹子吃鸡啪啪不雅视频泄密 主要是这半死不活的眼神太骚啦 还把k粉放在鸡巴上吸完再操 经典不 #今日大瓜  极品高颜值妹子吃鸡啪啪不雅视频泄密 主要是这半死不活的眼神太骚啦 还把k粉放在鸡巴上吸完再操 经典不 "," 图片：1  |  视频：1  点赞：0  |  浏览：0  点赞(假)：0  |  浏览(假)：0  评论：0  来源标识： "," 审核：未通过 资源：未完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：113.247.64.170  城市：湖南 "," 创：2026-03-27 11:35:43 改：2026-03-27 11:36:42 ","0","视频","ljl123(id: 263)","今日大瓜"
"320487","    Aff：421375810 , 素人黑料 Vip：undefined 余额：0  |  收益：0  认证：否     "," 外表看着清纯的闷骚眼镜妹大二女学生 被调教乖巧吃鸡  上位乘骑跟着音乐扭动腰肢 #今日大瓜  
外表看着清纯的闷骚眼镜妹大二女学生 被调教乖巧吃鸡  上位乘骑跟着音乐扭动腰肢 "," 图片：2  |  视频：1  点赞：0  |  浏览：0  点赞(假)：0  |  浏览(假)：0  评论：0  来源标识： "," 审核：未通过 资源：未完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：113.247.64.170  城市：湖南 "," 创：2026-03-27 11:35:05 改：2026-03-27 11:36:01 ","0","视频","ljl123(id: 263)","今日大瓜"
"320486","    Aff：421373656 , 母狗大赛 Vip：undefined 余额：0  |  收益：0  认证：否     "," 四川成都的大奶眼镜学霸臣服大屌之下 母狗骚态尽显吞精吃鸡黑丝开档肥臀上位乘骑深喉口爆样样精通 太反差 #今日大瓜  四川成都的大奶眼镜学霸臣服大屌之下 母狗骚态尽显吞精吃鸡黑丝开档肥臀上位乘骑深喉口爆样样精通 太反差 "," 图片：2  |  视频：1  点赞：15  |  浏览：5148  点赞(假)：0  |  浏览(假)：0  评论：6  来源标识： "," 审核：通过 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：113.247.64.170  城市：湖南 "," 创：2026-03-27 11:32:54 改：2026-03-31 17:36:39 ","0","视频","ljl123(id: 263)","今日大瓜"
"320485","    Aff：421373656 , 母狗大赛 Vip：undefined 余额：0  |  收益：0  认证：否     "," 极品清纯美少女，私下里竟然这么骚？这位小美女长得还是挺有辨识度的 #今日大瓜  极品清纯美少女，私下里竟然这么骚？这位小美女长得还是挺有辨识度的 "," 图片：1  |  视频：1  点赞：2  |  浏览：2752  点赞(假)：0  |  浏览(假)：0  评论：2  来源标识： "," 审核：通过 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：113.247.64.170  城市：湖南 "," 创：2026-03-27 11:31:44 改：2026-03-31 19:01:36 ","0","视频","ljl123(id: 263)","今日大瓜"
